"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL1985580"	""	"0"	"394.48"	"0"	"4.31"	"SID103904969"	"NC(Cc1cccc2ccccc12)C(=O)Nc1cncc(C=Cc2ccncc2)c1"	"Ki"	"'>'"	"3162.28"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963725"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK8"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL1968245"	""	"0"	"404.90"	"0"	"4.73"	"SID103904753"	"NC(COc1cc(C=Cc2ccncc2)cnc1Cl)Cc1c[nH]c2ccccc12"	"Ki"	"'>'"	"3162.28"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963725"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK8"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL1992581"	""	"0"	"370.42"	"1"	"5.24"	"SID103905326"	"O=C(Cc1ccc(-c2cccnc2)cc1)Nc1ccc(SC(F)F)cc1"	"Ki"	"'>'"	"5011.87"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963725"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK8"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL189963"	"PALBOCICLIB"	"4"	"447.54"	"0"	"2.97"	"SID103905660"	"CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O"	"Ki"	"'='"	"1584.89"	"nM"	"5.80"	""	"active"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963725"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK8"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL1375640"	""	"0"	"332.82"	"0"	"3.72"	"SID103905409"	"Cc1nc(COc2ccccc2Cl)sc1-c1ccnc(N)n1"	"Ki"	"'>'"	"3162.28"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963725"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK8"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL1967252"	""	"0"	"209.25"	"0"	"2.93"	"SID103904735"	"Cc1n[nH]c2ccc(-c3cccnc3)cc12"	"Ki"	"'='"	"5011.87"	"nM"	"5.30"	""	"active"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963725"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK8"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL2006765"	""	"0"	"392.39"	"0"	"3.82"	"SID103904636"	"CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1"	"Ki"	"'='"	"39.81"	"nM"	"7.40"	""	"active"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963725"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK8"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL1976220"	""	"0"	"439.34"	"1"	"5.95"	"SID103904362"	"Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c12"	"Ki"	"'>'"	"3162.28"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963725"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK8"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL259922"	""	"0"	"411.43"	"0"	"4.11"	"SID103905455"	"Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc2c1cnn2-c1ccccc1"	"Ki"	"'>'"	"3162.28"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963725"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK8"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL1987910"	""	"0"	"428.44"	"1"	"6.21"	"SID103904327"	"Nc1nccc2scc(-c3ccc(NC(=O)Nc4ccccc4C(F)(F)F)cc3)c12"	"Ki"	"'>'"	"3162.28"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963725"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK8"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL1986899"	""	"0"	"292.36"	"0"	"4.81"	"SID103905446"	"Cc1ccc(NCc2ccc(-c3ccc(F)cc3)nc2)cc1"	"Ki"	"'='"	"3981.07"	"nM"	"5.40"	""	"active"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963725"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK8"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL2004615"	""	"0"	"249.30"	"0"	"0.67"	"SID103905559"	"CSc1nn(-c2ccccn2)c(N)c1C(N)=O"	"Ki"	"'>'"	"3162.28"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963725"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK8"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL1980391"	"RG-1530"	"1"	"356.79"	"0"	"4.75"	"SID103905607"	"COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2"	"Ki"	"'>'"	"2511.89"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963725"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK8"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL1767254"	""	"0"	"316.41"	"0"	"3.24"	"25, BI-98F10"	"NC(=O)c1ccsc1NC(=O)Cc1csc2ccccc12"	"IC50"	"'='"	"1300.0"	"nM"	"5.89"	""	""	"UO_0000065"	"18.60"	"0.38"	"2.65"	"8.15"	"0"	"CHEMBL1768207"	"Inhibition of JNK1 by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1764959"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2011"	"None"	""
"CHEMBL1767263"	""	"0"	"386.21"	"0"	"2.63"	"35, BI-101B12"	"NC(=O)c1ccsc1NC(=O)Cc1ccccc1I"	"IC50"	"'='"	"3400.0"	"nM"	"5.47"	""	""	"UO_0000065"	"14.16"	"0.39"	"2.84"	"7.58"	"0"	"CHEMBL1768207"	"Inhibition of JNK1 by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1764959"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2011"	"None"	""
"CHEMBL1822311"	""	"0"	"294.36"	"0"	"2.31"	"8"	"NCCCNC(=O)c1ccc(-c2n[nH]c3ccccc23)cc1"	"IC50"	"'>='"	"50000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1825795"	"Displacement of biotin-RPKRPTTLNLF from GST tagged JNK1 using ATF2 substrate by dissociation enhanced lanthanide fluoro-immuno assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1821566"	"1"	"Scientific Literature"	"J. Med. Chem."	"2011"	"None"	""
"CHEMBL242865"	""	"0"	"351.32"	"0"	"3.57"	"8m"	"O=C(O)c1ccccc1Nc1ccnc(Nc2ccc([N+](=O)[O-])cc2)n1"	"IC50"	"'='"	"33.0"	"nM"	"7.48"	""	""	"UO_0000065"	"21.30"	"0.39"	"3.91"	"5.74"	"0"	"CHEMBL905885"	"Inhibition at human JNK1 at 1uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143787"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL243518"	""	"0"	"338.34"	"0"	"4.11"	"8i"	"Cc1ccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)cc1F"	"IC50"	"'='"	"93.0"	"nM"	"7.03"	""	""	"UO_0000065"	"20.78"	"0.38"	"2.92"	"8.07"	"0"	"CHEMBL905885"	"Inhibition at human JNK1 at 1uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143787"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL388700"	""	"0"	"322.32"	"0"	"3.37"	"8b"	"O=C(O)c1ccccc1Nc1ccnc(Nc2ccccc2O)n1"	"IC50"	"'='"	"76.0"	"nM"	"7.12"	""	""	"UO_0000065"	"22.09"	"0.41"	"3.75"	"6.63"	"0"	"CHEMBL905885"	"Inhibition at human JNK1 at 1uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143787"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL607535"	"MEISOINDIGO"	"0"	"276.30"	"0"	"2.53"	"Meisoindigo"	"CN1C(=O)/C(=C2/C(=O)Nc3ccccc32)c2ccccc21"	"Activity"	"'='"	"77.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4805823"	"Inhibition of DNA-tagged human JNK1 assessed as percent of control at 50000 nM by qPCR analysis relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4804284"	"38"	"Patent Bioactivity Data"	""	""	"None"	"Dose = 50000.0 nM"
"CHEMBL233002"	""	"0"	"350.42"	"1"	"5.04"	"5b"	"N#Cc1c(NC(=O)c2ccc(F)c3ccccc23)sc2c1CCCC2"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL897067"	"Inhibition of human recombinant full length JNK1alpha1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148840"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL1929238"	""	"0"	"554.54"	"2"	"5.23"	"27"	"CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O"	"IC50"	"'>'"	"30000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1932881"	"Inhibition of JNK1alpha1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1926590"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL437747"	""	"0"	"513.52"	"2"	"6.94"	"10"	"CCCn1c(C2CCNCC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CCCCC2)n1"	"IC50"	"'='"	"2.0"	"nM"	"8.70"	""	""	"UO_0000065"	"16.94"	"0.34"	"1.76"	"12.86"	"0"	"CHEMBL902320"	"Inhibition of JNK1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138387"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
"CHEMBL292785"	""	"0"	"259.31"	"0"	"3.62"	"12"	"CC(C)(C)c1cc(NC(=O)Nc2ccccc2)no1"	"Inhibition"	"'='"	"4.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1819979"	"Inhibition of JNK1 expressed in Escherichia coli or baculovirus-infected insect cells at 667 uM by TR-FRET assay"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1817560"	"1"	"Scientific Literature"	"J. Med. Chem."	"2011"	"None"	""
"CHEMBL1767242"	""	"0"	"310.38"	"0"	"3.18"	"13, BI-98D8"	"NC(=O)c1ccsc1NC(=O)Cc1ccc2ccccc2c1"	"IC50"	"'>'"	"25000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1768207"	"Inhibition of JNK1 by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1764959"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2011"	"None"	""
"CHEMBL1767246"	""	"0"	"349.46"	"0"	"3.21"	"17, BI-98F2"	"NC(=O)c1ccsc1NC(=O)Cc1nc(-c2cccs2)cs1"	"IC50"	"'>'"	"25000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1768207"	"Inhibition of JNK1 by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1764959"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2011"	"None"	""
"CHEMBL1767250"	""	"0"	"343.43"	"0"	"3.15"	"21, BI-98F5"	"NC(=O)c1ccsc1NC(=O)Cc1csc(-c2ccccc2)n1"	"IC50"	"'>'"	"25000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1768207"	"Inhibition of JNK1 by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1764959"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2011"	"None"	""
"CHEMBL1767130"	""	"0"	"292.36"	"0"	"3.95"	"5c, BI-98B10"	"N#Cc1ccsc1NC(=O)Cc1cccc2ccccc12"	"IC50"	"'>'"	"100000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1768207"	"Inhibition of JNK1 by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1764959"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2011"	"None"	""
"CHEMBL187845"	""	"0"	"337.81"	"1"	"5.06"	"3"	"O=C(NCc1ccccc1Cl)c1ccccc1Oc1ccccc1"	"IC50"	"'='"	"3162.28"	"nM"	"5.50"	""	""	"UO_0000065"	"16.28"	"0.31"	"0.44"	"14.35"	"0"	"CHEMBL831665"	"Negative log of inhibitory concentration determined against c-Jun N-terminal kinase (Activity reported against the isolated JNK-1 enzyme)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140363"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2005"	"None"	""
"CHEMBL1822136"	""	"0"	"482.29"	"1"	"5.04"	"23"	"O=C(Cc1cc(C(F)(F)F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1"	"IC50"	"'='"	"178.0"	"nM"	"6.75"	""	""	"UO_0000065"	"13.99"	"0.32"	"1.71"	"8.08"	"0"	"CHEMBL1825598"	"Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1821697"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL1822132"	""	"0"	"432.28"	"0"	"4.16"	"19"	"O=C(Cc1ccc(F)c2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1"	"IC50"	"'='"	"16.0"	"nM"	"7.80"	""	""	"UO_0000065"	"18.03"	"0.41"	"3.64"	"9.33"	"0"	"CHEMBL1825598"	"Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1821697"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL1822137"	""	"0"	"437.83"	"0"	"4.93"	"24"	"O=C(Cc1ccc(C(F)(F)F)c2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1"	"IC50"	"'='"	"81.0"	"nM"	"7.09"	""	""	"UO_0000065"	"16.20"	"0.33"	"2.16"	"8.49"	"0"	"CHEMBL1825598"	"Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1821697"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL1822142"	""	"0"	"499.27"	"0"	"3.66"	"38"	"O=C(Cn1c(=O)ccc2nc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1"	"IC50"	"'='"	"8.0"	"nM"	"8.10"	""	""	"UO_0000065"	"16.22"	"0.37"	"4.44"	"7.67"	"0"	"CHEMBL1825598"	"Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1821697"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL1822144"	""	"0"	"488.25"	"0"	"2.76"	"40"	"O=C(Cn1c(=O)ccn2nc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1"	"IC50"	"'='"	"3.0"	"nM"	"8.52"	""	""	"UO_0000065"	"17.46"	"0.40"	"5.76"	"7.75"	"0"	"CHEMBL1825598"	"Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1821697"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL177820"	"TETRABROMOBENZOTRIAZOLE"	"0"	"434.71"	"0"	"4.01"	"TBB"	"Brc1c(Br)c(Br)c2[nH]nnc2c1Br"	"Inhibition"	"'='"	"93.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL920488"	"Inhibition of JNK/SAPK1c at 10 uM relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149250"	"1"	"Scientific Literature"	"J. Med. Chem."	"2004"	"None"	""
"CHEMBL3814140"	""	"0"	"388.48"	"0"	"2.95"	"40"	"CCc1cc(-c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)nc(N)n1"	"Activity"	"'='"	"-31.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3815427"	"Inhibition of human JNK1alpha1 assessed as enzyme activity at 1 uM using 33P ATP by radioactive filter binding assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3813616"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2016"	"None"	""
"CHEMBL3746293"	""	"0"	"529.60"	"1"	"4.74"	"23"	"Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)ccc(F)c1NC(=O)c1cc2ccccc2s1"	"Inhibition"	"'='"	"8.7"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3751224"	"Inhibition of JNK1 alpha1 (unknown origin) at 1 uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3745631"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2016"	"None"	""
"CHEMBL245535"	""	"0"	"426.91"	"0"	"2.82"	"24"	"CC(=O)NCC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1"	"IC50"	"'='"	"28.0"	"nM"	"7.55"	""	""	"UO_0000065"	"17.69"	"0.34"	"4.73"	"7.33"	"0"	"CHEMBL886370"	"Inhibition of JNK1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139954"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2007"	"None"	""
